class,topic,year,param,down_err,up_err,signif,signif01,signif001
Female,RELIGION,2016,0.11419910663375457,0.06284664130364546,0.06284664130364545,True,True,True
Poor,BUSINESS,2016,-0.18312142963110267,0.0382585546455938,0.0382585546455938,True,True,True
Poor,POLITICS,2016,-0.039368224486897814,0.022696592018607985,0.02269659201860798,True,True,True
Poor,WORLDPOST,2016,0.12223006536590766,0.0362113535081444,0.03621135350814439,True,True,True
Poor,ENTERTAINMENT,2016,-0.052386576481124075,0.05351971683145926,0.05351971683145926,True,True,False
Poor,HEALTHY LIVING,2016,-0.15498338764927885,0.058620840292276793,0.05862084029227681,True,True,True
Poor,CRIME,2016,0.08672372435771934,0.02396127451419762,0.02396127451419762,True,True,True
Poor,SPORTS,2016,-0.09097089769379717,0.05177025115694557,0.05177025115694556,True,True,True
Poor,TRAVEL,2016,-0.05320463797199481,0.10400184913487856,0.10400184913487856,False,False,False
Poor,GREEN,2016,-0.17236801236552715,0.06281922662853995,0.06281922662853995,True,True,True
Poor,TECH,2016,-0.07439852235985514,0.06915259968215182,0.06915259968215182,True,True,True
Poor,ARTS,2016,0.08662398089451198,0.26168650938524735,0.2616865093852474,False,False,False
Poor,MEDIA,2016,0.06854540723428312,0.07464742926675932,0.07464742926675932,True,True,False
Poor,STYLE,2016,-0.17390271521524706,0.2862615422837932,0.2862615422837932,True,False,False
Poor,WEIRD NEWS,2016,-0.07057429157036324,0.07076924367070639,0.0707692436707064,True,True,False
Poor,RELIGION,2016,0.027097061792237108,0.0633503454811336,0.06335034548113358,False,False,False
Rich,BUSINESS,2016,0.19455682715962594,0.03778201012985341,0.03778201012985341,True,True,True
Rich,POLITICS,2016,-0.032953284548900286,0.023321996355277416,0.023321996355277416,True,True,True
Rich,WORLDPOST,2016,-0.15418812967103554,0.037505327373298425,0.037505327373298425,True,True,True
Rich,ENTERTAINMENT,2016,0.07837972204197265,0.05434292417431297,0.054342924174312954,True,True,True
Rich,HEALTHY LIVING,2016,0.08195545720878802,0.05824283431341739,0.058242834313417396,True,True,True
Rich,CRIME,2016,-0.020522541152461344,0.02480405321127015,0.02480405321127015,True,True,False
Rich,SPORTS,2016,0.08402410574138558,0.05198906645493812,0.051989066454938115,True,True,True
Rich,TRAVEL,2016,0.1279663170648412,0.10248997374734783,0.10248997374734783,True,True,True
Rich,GREEN,2016,-0.03495243997281562,0.06268254313302699,0.06268254313302699,False,False,False
Rich,TECH,2016,0.23803071247201238,0.06952755237612515,0.06952755237612515,True,True,True
Rich,ARTS,2016,-0.09225263720788421,0.26627540980987485,0.2662754098098749,False,False,False
Rich,MEDIA,2016,-0.04363512071569316,0.07601717371882183,0.07601717371882183,False,False,False
Rich,STYLE,2016,-0.0791300748441598,0.28770814796359534,0.28770814796359534,False,False,False
Rich,WEIRD NEWS,2016,0.105329115596771,0.07058013422457785,0.07058013422457785,True,True,True
Rich,RELIGION,2016,-0.17009884992635935,0.06530455447980354,0.06530455447980354,True,True,True
Left,BUSINESS,2016,-0.050805023689230254,0.037622399837887545,0.03762239983788754,True,True,True
Left,POLITICS,2016,-0.016300561171906813,0.022919911173508778,0.022919911173508778,True,False,False
Left,WORLDPOST,2016,-0.021067400491609593,0.036542649701940155,0.036542649701940155,False,False,False
Left,ENTERTAINMENT,2016,0.12330700441731166,0.053060535902022726,0.053060535902022726,True,True,True
Left,HEALTHY LIVING,2016,0.06670073405584334,0.0581759921370946,0.058175992137094595,True,True,True
Left,CRIME,2016,-0.06719264022256392,0.024417649104239894,0.024417649104239894,True,True,True
Left,SPORTS,2016,0.08305089246548247,0.05166392492474503,0.05166392492474503,True,True,True
Left,TRAVEL,2016,0.042142597775498315,0.10136664686893475,0.10136664686893476,False,False,False
Left,GREEN,2016,0.161240793524785,0.061646112743784315,0.061646112743784315,True,True,True
Left,TECH,2016,0.0835296233612778,0.06912725057330586,0.06912725057330586,True,True,True
Left,ARTS,2016,0.051109285129781794,0.2569824451043012,0.2569824451043012,False,False,False
Left,MEDIA,2016,0.09877599463190674,0.07447731269909595,0.07447731269909595,True,True,True
Left,STYLE,2016,-0.05811530026477127,0.2854944542677751,0.2854944542677751,False,False,False
Left,WEIRD NEWS,2016,-0.13127076397251236,0.07034073175073796,0.07034073175073795,True,True,True
Left,RELIGION,2016,0.016950925371604364,0.06392868810144652,0.06392868810144652,False,False,False
Right,BUSINESS,2016,-0.11423031706383983,0.03742735770087209,0.03742735770087209,True,True,True
Right,POLITICS,2016,0.02887342865062695,0.022573116115629087,0.02257311611562909,True,True,True
Right,WORLDPOST,2016,0.12178204074029288,0.03566808359346525,0.03566808359346525,True,True,True
Right,ENTERTAINMENT,2016,-0.2242167722220534,0.053285809825905334,0.05328580982590536,True,True,True
Right,HEALTHY LIVING,2016,-0.18917413216239765,0.058112197257717296,0.058112197257717296,True,True,True
Right,CRIME,2016,0.0460049029613915,0.023918621416479057,0.023918621416479054,True,True,True
Right,SPORTS,2016,-0.12327750895821082,0.051568352518038596,0.05156835251803861,True,True,True
Right,TRAVEL,2016,0.01911259504309157,0.10095054070309877,0.10095054070309877,False,False,False
Right,GREEN,2016,-0.20380746720667214,0.06209060061198468,0.06209060061198468,True,True,True
Right,TECH,2016,-0.2050807254815358,0.06869968398024709,0.06869968398024709,True,True,True
Right,ARTS,2016,-0.3308610196408144,0.27550425842988746,0.2755042584298874,True,True,True
Right,MEDIA,2016,-0.01204473175037373,0.07322160795290351,0.07322160795290351,False,False,False
Right,STYLE,2016,-0.39543221263049905,0.2886232564735622,0.28862325647356213,True,True,True
Right,WEIRD NEWS,2016,-0.17507631214478175,0.06990782968797143,0.06990782968797142,True,True,True
Right,RELIGION,2016,0.04320838555028889,0.062337890744334504,0.06233789074433451,True,False,False
Young,BUSINESS,2017,-0.10112470639809022,0.04013830180674614,0.040138301806746136,True,True,True
Young,POLITICS,2017,-0.03589237068530225,0.022529124564445724,0.022529124564445727,True,True,True
Young,WORLDPOST,2017,0.0003037338644016897,0.03482488993367613,0.03482488993367613,False,False,False
Young,ENTERTAINMENT,2017,0.025496903329884173,0.04465964222526202,0.04465964222526202,False,False,False
Young,HEALTHY LIVING,2017,0.000596711275909002,0.05818170104087487,0.05818170104087487,False,False,False
Young,CRIME,2017,0.02190926881566157,0.02377651531301999,0.02377651531301999,True,True,False
Young,SPORTS,2017,0.09115978619381619,0.050485597878774324,0.05048559787877434,True,True,True
Young,TRAVEL,2017,-0.1309203750880722,0.09446533445138486,0.09446533445138486,True,True,True
Young,GREEN,2017,0.042803113713092145,0.06481325558170553,0.06481325558170553,True,False,False
Young,TECH,2017,0.08851791936146894,0.08690807098305191,0.0869080709830519,True,True,True
Young,ARTS,2017,0.10559548570807528,0.17877694506334446,0.17877694506334443,False,False,False
Young,MEDIA,2017,-0.07266011924973718,0.054271624409693756,0.05427162440969376,True,True,True
Young,STYLE,2017,-0.05091070956469866,0.2799571011177824,0.2799571011177824,False,False,False
Young,WEIRD NEWS,2017,-0.0019122632734009189,0.06938655334332465,0.06938655334332465,False,False,False
Young,RELIGION,2017,-0.022803189050793978,0.06806656323416564,0.06806656323416564,False,False,False
Old,BUSINESS,2017,0.14762965704513603,0.03625527752024388,0.03625527752024388,True,True,True
Old,POLITICS,2017,0.02564019617187477,0.020111301285616855,0.020111301285616855,True,True,True
Old,WORLDPOST,2017,0.06290851650351686,0.031782051162834335,0.031782051162834335,True,True,True
Old,ENTERTAINMENT,2017,-0.18811591691052867,0.04119827236536208,0.04119827236536208,True,True,True
Old,HEALTHY LIVING,2017,0.09517011815298353,0.052735620303523544,0.05273562030352354,True,True,True
Old,CRIME,2017,-0.0427067657312628,0.02150317895213561,0.021503178952135618,True,True,True
Old,SPORTS,2017,-0.082945966293463,0.046749790913796566,0.04674979091379656,True,True,True
Old,TRAVEL,2017,0.11838618883206001,0.08596569423427973,0.08596569423427972,True,True,True
Old,GREEN,2017,0.13802398932173526,0.059194043785812236,0.05919404378581222,True,True,True
Old,TECH,2017,0.14665991838677375,0.07949256649379569,0.07949256649379569,True,True,True
Old,ARTS,2017,0.08909141272709158,0.16210708546164015,0.16210708546164015,False,False,False
Old,MEDIA,2017,0.03905471317937848,0.050579666884097166,0.05057966688409717,True,False,False
Old,STYLE,2017,0.11390878099504691,0.2546411046399727,0.2546411046399727,False,False,False
Old,WEIRD NEWS,2017,0.03964338725828625,0.06284536970248894,0.06284536970248894,True,False,False
Old,RELIGION,2017,0.015580672537123322,0.06263458205322658,0.06263458205322658,False,False,False
Male,BUSINESS,2017,-0.006532827137956922,0.03577291066843001,0.03577291066843001,False,False,False
Male,POLITICS,2017,-0.010217785421906824,0.020378942355539796,0.020378942355539793,False,False,False
Male,WORLDPOST,2017,-0.0222726189816349,0.031755262256087755,0.031755262256087755,True,False,False
Male,ENTERTAINMENT,2017,-0.04880163197595232,0.04098458995859841,0.04098458995859841,True,True,True
Male,HEALTHY LIVING,2017,-0.10563034670088998,0.05281525945145209,0.05281525945145208,True,True,True
Male,CRIME,2017,-0.004718596001976833,0.021703021614574932,0.021703021614574932,False,False,False
Male,SPORTS,2017,-0.0645513685036576,0.04638361083668045,0.04638361083668045,True,True,True
Male,TRAVEL,2017,-0.13384529371423665,0.08450622574432412,0.08450622574432412,True,True,True
Male,GREEN,2017,-0.061109522765444985,0.05893523454712539,0.05893523454712539,True,True,True
Male,TECH,2017,0.05856220876897204,0.07859722622420372,0.07859722622420372,True,False,False
Male,ARTS,2017,-0.01824442204022066,0.1625353659664615,0.1625353659664615,False,False,False
Male,MEDIA,2017,-0.03373378209138414,0.04953301545152361,0.04953301545152362,True,False,False
Male,STYLE,2017,-0.13540048730756163,0.2575420743392689,0.25754207433926884,False,False,False
Male,WEIRD NEWS,2017,-0.06930503503748497,0.06347655544823405,0.06347655544823404,True,True,True
Male,RELIGION,2017,-0.11414875605122002,0.0629681235788937,0.0629681235788937,True,True,True
Female,BUSINESS,2017,-0.11539155582792067,0.0356346874694073,0.0356346874694073,True,True,True
Female,POLITICS,2017,-0.09968074539933125,0.020406354640326252,0.020406354640326252,True,True,True
Female,WORLDPOST,2017,-0.11917491084374313,0.031757908744452085,0.03175790874445207,True,True,True
Female,ENTERTAINMENT,2017,0.10509526168039665,0.040219702007036603,0.04021970200703659,True,True,True
Female,HEALTHY LIVING,2017,0.07777872724147893,0.05164507500539195,0.05164507500539196,True,True,True
Female,CRIME,2017,0.07054488855982954,0.021615627824056308,0.021615627824056308,True,True,True
Female,SPORTS,2017,-0.04017079191872357,0.04629695606085897,0.04629695606085897,True,True,False
Female,TRAVEL,2017,0.0023384892922153405,0.08389169975566546,0.08389169975566546,False,False,False
Female,GREEN,2017,0.03616029781773775,0.0575680205348199,0.05756802053481991,True,False,False
Female,TECH,2017,-0.1764028391626879,0.07873425965772973,0.07873425965772972,True,True,True
Female,ARTS,2017,-0.14917161618188157,0.16100598621157403,0.161005986211574,True,True,False
Female,MEDIA,2017,-0.17303183828629046,0.04997238569497023,0.049972385694970214,True,True,True
Female,STYLE,2017,0.2549333508753103,0.24308955439158927,0.2430895543915893,True,True,True
Female,WEIRD NEWS,2017,0.1026347713008508,0.061836637699477365,0.061836637699477365,True,True,True
Female,RELIGION,2017,0.05382352895407665,0.06186086150409081,0.06186086150409081,True,True,False
Poor,BUSINESS,2017,-0.1821682056758936,0.037589840769889166,0.037589840769889166,True,True,True
Poor,POLITICS,2017,-0.0007349246415770832,0.021005657606157486,0.021005657606157486,False,False,False
Poor,WORLDPOST,2017,0.06793191704803529,0.032715704423257864,0.03271570442325787,True,True,True
Poor,ENTERTAINMENT,2017,-0.04232622987056432,0.04208966172621133,0.042089661726211335,True,True,True
Poor,HEALTHY LIVING,2017,-0.11746420487830189,0.05453683027657277,0.05453683027657277,True,True,True
Poor,CRIME,2017,0.013049606224059202,0.022248944192745226,0.02224894419274523,False,False,False
Poor,SPORTS,2017,-0.12251196011092245,0.04825835902531307,0.04825835902531307,True,True,True
Poor,TRAVEL,2017,-0.1729606704929247,0.08833769072772088,0.0883376907277209,True,True,True
Poor,GREEN,2017,-0.18493628548332994,0.060682025080219554,0.060682025080219554,True,True,True
Poor,TECH,2017,-0.13973714758675454,0.08295862518261374,0.08295862518261374,True,True,True
Poor,ARTS,2017,-0.04599806642095867,0.16918769474989323,0.16918769474989323,False,False,False
Poor,MEDIA,2017,0.027766839974178035,0.050847153083262354,0.05084715308326236,False,False,False
Poor,STYLE,2017,-0.14577274380149777,0.2652497441434525,0.2652497441434524,False,False,False
Poor,WEIRD NEWS,2017,-0.10157685975628086,0.06555238255288681,0.06555238255288681,True,True,True
Poor,RELIGION,2017,0.06180909337951226,0.0645138118976567,0.0645138118976567,True,True,False
Rich,BUSINESS,2017,0.19780998009975231,0.03619169647564613,0.03619169647564613,True,True,True
Rich,POLITICS,2017,-0.05700768087155291,0.020749505959481086,0.020749505959481086,True,True,True
Rich,WORLDPOST,2017,-0.1351229528706503,0.032480756057487514,0.03248075605748753,True,True,True
Rich,ENTERTAINMENT,2017,0.08156225564926473,0.041336208929041385,0.041336208929041385,True,True,True
Rich,HEALTHY LIVING,2017,0.11114002090525633,0.05229496713620477,0.05229496713620478,True,True,True
Rich,CRIME,2017,-0.017152208651224573,0.022074061604878324,0.02207406160487832,True,False,False
Rich,SPORTS,2017,0.16475514950981382,0.046201598988986986,0.046201598988986986,True,True,True
Rich,TRAVEL,2017,0.2442914667024554,0.08553323168613045,0.08553323168613045,True,True,True
Rich,GREEN,2017,0.057811672825633306,0.05898032556364538,0.05898032556364538,True,True,False
Rich,TECH,2017,0.08240952066086173,0.07948994148301504,0.07948994148301504,True,True,True
Rich,ARTS,2017,-0.016325390351389194,0.16711867942365227,0.16711867942365227,False,False,False
Rich,MEDIA,2017,-0.07870790655391313,0.05053226504398434,0.05053226504398433,True,True,True
Rich,STYLE,2017,0.0683385711674308,0.2578830092151588,0.2578830092151588,False,False,False
Rich,WEIRD NEWS,2017,0.11229443157185837,0.06297910552778813,0.06297910552778813,True,True,True
Rich,RELIGION,2017,-0.17159948129696417,0.06368379128025953,0.06368379128025953,True,True,True
Left,BUSINESS,2017,-0.002572503189611728,0.03573284142908689,0.03573284142908689,False,False,False
Left,POLITICS,2017,0.0563921946826705,0.020431761027306476,0.020431761027306476,True,True,True
Left,WORLDPOST,2017,-0.06523377149298397,0.03172916662829445,0.03172916662829445,True,True,True
Left,ENTERTAINMENT,2017,0.1252004578893976,0.04028932985452374,0.04028932985452374,True,True,True
Left,HEALTHY LIVING,2017,0.03110078561487578,0.05236710177355683,0.05236710177355683,False,False,False
Left,CRIME,2017,-0.10284939833984365,0.021813460047753253,0.021813460047753253,True,True,True
Left,SPORTS,2017,-0.009228663229787664,0.04607244747113306,0.04607244747113306,False,False,False
Left,TRAVEL,2017,-0.036624941122565806,0.08370926514137497,0.08370926514137499,False,False,False
Left,GREEN,2017,0.016957426652558786,0.05796177359812778,0.05796177359812778,False,False,False
Left,TECH,2017,-0.084161499174534,0.0794154127189271,0.0794154127189271,True,True,True
Left,ARTS,2017,0.12653510916914057,0.15678915066696178,0.15678915066696175,True,True,False
Left,MEDIA,2017,0.12069609210980493,0.04929924711865595,0.04929924711865595,True,True,True
Left,STYLE,2017,0.027669116591668267,0.24513469230710783,0.24513469230710783,False,False,False
Left,WEIRD NEWS,2017,-0.015584738037061773,0.06207680074474835,0.06207680074474835,False,False,False
Left,RELIGION,2017,0.09517804691495269,0.062005977999668685,0.06200597799966867,True,True,True
Right,BUSINESS,2017,-0.11771411498249423,0.036022344553431784,0.036022344553431784,True,True,True
Right,POLITICS,2017,0.06305921268185714,0.020450085111810394,0.020450085111810387,True,True,True
Right,WORLDPOST,2017,0.11021542678141406,0.03156709080050733,0.03156709080050733,True,True,True
Right,ENTERTAINMENT,2017,-0.18058269118001455,0.04102044017623241,0.04102044017623241,True,True,True
Right,HEALTHY LIVING,2017,-0.22403499733400623,0.05298534436173319,0.05298534436173319,True,True,True
Right,CRIME,2017,0.0037262664617544678,0.02174613110203264,0.02174613110203264,False,False,False
Right,SPORTS,2017,-0.009643246804571046,0.04595255565689432,0.04595255565689432,False,False,False
Right,TRAVEL,2017,-0.10455835077444227,0.08510744736741328,0.08510744736741328,True,True,True
Right,GREEN,2017,-0.16613632019439672,0.0591307200255729,0.0591307200255729,True,True,True
Right,TECH,2017,-0.13086422456445335,0.07883512937692302,0.07883512937692302,True,True,True
Right,ARTS,2017,-0.20330372582570827,0.16318105193197513,0.16318105193197516,True,True,True
Right,MEDIA,2017,0.04548229359049794,0.04941991494434198,0.04941991494434198,True,True,False
Right,STYLE,2017,-0.19204347788941567,0.26020096537214454,0.26020096537214454,True,False,False
Right,WEIRD NEWS,2017,-0.16200387933409027,0.0632580766117867,0.0632580766117867,True,True,True
Right,RELIGION,2017,-0.041255704479908804,0.0616748913858615,0.06167489138586149,True,False,False
Young,BUSINESS,2018,-0.09371493147770654,0.03790970755319334,0.03790970755319334,True,True,True
Young,POLITICS,2018,-0.05760004605149129,0.0246868533948457,0.024686853394845693,True,True,True
Young,WORLDPOST,2018,0.038745682272302205,0.038364608508713725,0.038364608508713725,True,True,True
Young,ENTERTAINMENT,2018,0.06733079380293581,0.04675919990166039,0.04675919990166039,True,True,True
Young,HEALTHY LIVING,2018,-0.09248130124447564,0.059747748451374635,0.05974774845137464,True,True,True
Young,CRIME,2018,0.0036226773784056405,0.024822945020766273,0.024822945020766273,False,False,False
Young,SPORTS,2018,0.10011719806745235,0.05988733504731787,0.05988733504731787,True,True,True
Young,TRAVEL,2018,0.02389060163243461,0.12233585296788735,0.12233585296788735,False,False,False
Young,GREEN,2018,-0.03542296705186991,0.08196213404156574,0.08196213404156574,False,False,False
Young,TECH,2018,-0.007519653895289954,0.06867017382272292,0.06867017382272292,False,False,False
Young,ARTS,2018,-0.0655817743729906,0.17942884710680174,0.17942884710680176,False,False,False
Young,MEDIA,2018,0.04061435967188561,0.06361014370356563,0.06361014370356563,True,False,False
Young,STYLE,2018,-0.16920468075017273,0.26705449686179206,0.26705449686179206,True,False,False
Young,WEIRD NEWS,2018,-0.12593303320840935,0.07396040842237142,0.07396040842237142,True,True,True
Young,RELIGION,2018,0.022649079775045412,0.07538211474904004,0.07538211474904005,False,False,False
Old,BUSINESS,2018,0.06723697482955372,0.03391664032290081,0.0339166403229008,True,True,True
Old,POLITICS,2018,0.023910261289746403,0.02188487073288613,0.021884870732886134,True,True,True
Old,WORLDPOST,2018,0.0832186331538852,0.03490175448697595,0.03490175448697595,True,True,True
Old,ENTERTAINMENT,2018,-0.14760060175385487,0.04267316427347545,0.042673164273475464,True,True,True
Old,HEALTHY LIVING,2018,0.01034890912786951,0.054359524335963826,0.05435952433596383,False,False,False
Old,CRIME,2018,-0.0135318079219779,0.022119255278729374,0.022119255278729374,True,False,False
Old,SPORTS,2018,-0.0488684175957616,0.0551468696477451,0.05514686964774511,True,True,False
Old,TRAVEL,2018,0.04235344934983423,0.11153566003614239,0.11153566003614238,False,False,False
Old,GREEN,2018,0.20036156908102998,0.07216378256431016,0.07216378256431016,True,True,True
Old,TECH,2018,-0.07963457244888181,0.06354411688039163,0.06354411688039163,True,True,True
Old,ARTS,2018,0.04832742687071639,0.16278066461341137,0.16278066461341137,False,False,False
Old,MEDIA,2018,-0.09210654112253343,0.058993558761264095,0.0589935587612641,True,True,True
Old,STYLE,2018,0.0692509810342131,0.24058485477552358,0.24058485477552358,False,False,False
Old,WEIRD NEWS,2018,0.09275369038615551,0.06532540227930686,0.06532540227930687,True,True,True
Old,RELIGION,2018,0.09826941596108082,0.06960059155317413,0.06960059155317413,True,True,True
Male,BUSINESS,2018,0.07148986706587893,0.03321177027986372,0.03321177027986372,True,True,True
Male,POLITICS,2018,0.004820351729139095,0.02191404157588854,0.021914041575888533,False,False,False
Male,WORLDPOST,2018,-0.10313045763682403,0.03423319649807978,0.034233196498079765,True,True,True
Male,ENTERTAINMENT,2018,0.003204411225540036,0.04162262731808269,0.04162262731808269,False,False,False
Male,HEALTHY LIVING,2018,-0.16445420545673375,0.052949056620674895,0.052949056620674895,True,True,True
Male,CRIME,2018,-0.005298144112616833,0.022162141189002706,0.022162141189002706,False,False,False
Male,SPORTS,2018,0.003919133981427386,0.05345392502113747,0.05345392502113747,False,False,False
Male,TRAVEL,2018,-0.15547038627180346,0.10842647388026946,0.10842647388026944,True,True,True
Male,GREEN,2018,-0.12270467359519607,0.071917246828587,0.07191724682858698,True,True,True
Male,TECH,2018,0.14381709242826962,0.06025766259153385,0.06025766259153387,True,True,True
Male,ARTS,2018,-0.0016217970946922815,0.15760284358527768,0.15760284358527768,False,False,False
Male,MEDIA,2018,0.025465362685045397,0.05691214404095596,0.05691214404095596,False,False,False
Male,STYLE,2018,-0.31448206647220595,0.23475083334649266,0.23475083334649266,True,True,True
Male,WEIRD NEWS,2018,-0.03550765163194025,0.0648167194391193,0.0648167194391193,False,False,False
Male,RELIGION,2018,-0.25147867088266757,0.06809343202404217,0.06809343202404217,True,True,True
Female,BUSINESS,2018,-0.1919702981184488,0.03402439741953511,0.03402439741953511,True,True,True
Female,POLITICS,2018,-0.07380373912622931,0.022194995960892833,0.022194995960892833,True,True,True
Female,WORLDPOST,2018,-0.07706219770966038,0.0345838210842116,0.0345838210842116,True,True,True
Female,ENTERTAINMENT,2018,0.007356166152554736,0.04232517790696418,0.04232517790696418,False,False,False
Female,HEALTHY LIVING,2018,0.1938900671301174,0.05255559201988105,0.05255559201988105,True,True,True
Female,CRIME,2018,0.092826680041763,0.022319573724289804,0.022319573724289804,True,True,True
Female,SPORTS,2018,-0.022930044742124053,0.05468124688768557,0.05468124688768557,False,False,False
Female,TRAVEL,2018,0.1442280464745791,0.10771957811751098,0.10771957811751098,True,True,True
Female,GREEN,2018,0.15048771393040444,0.07170825938368255,0.07170825938368255,True,True,True
Female,TECH,2018,-0.214811325996842,0.06275505825764005,0.06275505825764005,True,True,True
Female,ARTS,2018,-0.18520579530646986,0.16346827399898733,0.16346827399898736,True,True,True
Female,MEDIA,2018,-0.05821520302108867,0.057913088112435375,0.057913088112435375,True,True,True
Female,STYLE,2018,0.32269837200872525,0.23322925336771852,0.23322925336771855,True,True,True
Female,WEIRD NEWS,2018,0.132615337926832,0.06487087370257821,0.06487087370257821,True,True,True
